row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,description,amazon_price_usd,bgg_store_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,boardtopia_price_usd,cardhaus_games_price_usd,cloak_&_gamer_price_usd,collector_store_llc_price_usd,dryad_games_price_usd,ebay_price_usd,elevated_board_games_price_usd,fowers_games_price_usd,game_summon_price_gbp,game_summon_price_usd,gamers_guild_az_price_usd,hachette_boardgames_usa_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,link_to_game,miniature_market_price_usd,noble_knight_games_price_usd,philibert_price_eur,philibert_price_usd,ranks_children's,renegade_game_studios_price_usd,spiele-offensive.de_price_eur,spiele-offensive.de_price_usd,stonemaier_games_price_usd,suggested_retail_price_usd,usedgames.ca_price_cad,usedgames.ca_price_usd,wellplayed_price_chf,wellplayed_price_usd,zatu_games_price_gbp,zatu_games_price_usd,zulu's_board_game_cafe_price_usd
481,Azul: Stained Glass of Sintra,2018,2,4,30.0,45.0,8.0,7.291,14511,2.01,481,24089,3055,56427,537,753846,1.19,1983,190,2442,252,342,16,31,78,167,581,1900,4900,4800,1600,443,Abstract Strategy;Puzzle;Renaissance,End Game Bonuses;Modular Board;Open Drafting;Pattern Building;Set Collection;Tile Placement;Turn Order: Claim Action,Admin: Better Description Needed!;Country: Portugal;Game: Azul;Theme: Art;Theme: Stained glass,Michael Kiesling,Chris Quilliams,Next Move Games;asmodee;Belleville (Бельвіль);Broadway Toys LTD;Galápagos Jogos;Gém Klub Kft.;Ghenos Games;Hobby Japan;Korea Boardgames;Lacerta;MINDOK;Plan B Games;Rebel Sp. z o.o.;Zvezda,,Viktor Kobilke,Karla Ron,,Viktor Kobilke,,,,,116,,,21,,Create beautiful windows with coloured glass more efficiently than anyone else.,27.99,,45.95,33.18,,35.99,,,,15.0,,,,,,,,,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra,35.99,35.99,,,,,,,,44.99,,,,,32.99,44.5,
482,Pagan: Fate of Roanoke,2022,2,2,30.0,60.0,12.0,7.952,3930,3.03,482,9358,2674,14375,756,629667,1.27,644,320,708,101,232,8,8,24,33,82,217,650,1500,1100,323,Adventure;Bluffing;Card Game;Deduction;Fantasy,Action Points;Area Majority / Influence;Deck Construction;Deduction;Hand Management;Turn Order: Claim Action;Variable Player Powers;Worker Placement,Contests: Fastaval Design Competition;Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Misc: LongPack Games;Players: Two-Player Only Games;Theme: Witches,Kasper Kjær Christiansen;Kåre Storgaard,Maren Gutt,Wyrmgold GmbH;Capstone Games;Evrikus;Games7Days;Lucky Duck Games;Maldito Games;REXhry;Super Meeple,,,,,,,,264,,,,15,,,Witch and Hunter duel for the fate of Roanoke in an asymmetrical deduction card game.,39.85,,,,,,,,,13.41,,,,,,,,,https://boardgamegeek.com/boardgame/319910/pagan-fate-of-roanoke,,37.95,31.9,37.26,,,,,,44.95,,,,,32.95,44.44,35.99
483,Tiny Towns,2019,1,6,45.0,60.0,14.0,7.199,21299,2.06,483,34755,5712,100667,1072,1185462,1.2,3108,1315,4470,677,498,28,60,138,326,905,2900,7600,7000,1900,516,Abstract Strategy;Animals;City Building;Puzzle,End Game Bonuses;Follow;Grid Coverage;Pattern Building;Player Elimination;Solo / Solitaire Game;Square Grid;Turn Order: Progressive;Variable Phase Order;Variable Player Powers;Variable Set-up,Components: 4 x 4 Grids;Components: Wooden pieces & boards;Digital Implementations: Board Game Arena;Digital Implementations: Sovranti;Occupation: Architect;Players: Games with Solitaire Rules;Theme: Anthropomorphic Animals;Theme: City,Peter McPherson,Gong Studios;Matt Paquette & Co.,Alderac Entertainment Group;All In Games;Arrakis Games;Broadway Toys LTD;CMON Global Limited;Fractal Juegos;GaGa Games;Galápagos Jogos;Hid Konem (Хід Конем);Korea Boardgames;Lanlalen;Lord of Boards;Lucky Duck Games;Pegasus Spiele;Raven Distribution;Reflexshop;REXhry;White Goblin Games;株式会社ケンビル (KenBill),,Josh Wood,Matt Paquette & Co.,,,,,,,126,,,,,Plan well as you build your town one building at a time. Will it fit?,39.99,,53.95,38.95,39.99,39.99,,,,18.0,39.99,,,,,,56.99,41.15,https://boardgamegeek.com/boardgame/265736/tiny-towns,,25.0,,,,,,,,49.99,,,,,38.45,51.86,
484,Bruxelles 1893,2013,2,5,50.0,125.0,13.0,7.6,5778,3.58,484,6414,1592,14310,299,591958,1.24,1145,13,1460,173,366,8,9,32,60,197,496,1400,2200,1100,285,Economic,Area Majority / Influence;Auction / Bidding;Modular Board;Open Drafting;Worker Placement,Cities: Brussels (Belgium);Country: Belgium;Digital Implementations: Boiteajeux;Game: Bruxelles 189X;History: La Belle Epoque (1871–1914);Occupation: Architect;Theme: Art;Theme: Art style – Art Nouveau,Etienne Espreman,Alexandre Roche,Pearl Games;asmodee;Heidelberger Spieleverlag;uplay.it edizioni;Z-Man Games,,Sébastien Dujardin,,,,,,288,,,,,,,Manage your workers to help usher in a new era of culture and progress in Brussels.,,,,,,,,,,22.49,,,,,,,,,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,,25.0,,,,,,,,,,,,,,,
485,The Great Wall,2021,1,4,120.0,180.0,13.0,7.818,4849,3.93,485,9453,2218,10810,733,1015079,1.47,1089,70,904,150,260,29,22,40,55,127,366,853,1700,1200,496,Economic;Fantasy;Territory Building,"Area Majority / Influence;Command Cards;Income;Investment;Secret Unit Deployment;Semi-Cooperative Game;Solo / Solitaire Game;Turn Order: Claim Action;Worker Placement;Worker Placement, Different Worker Types",Components: Meeples;Components: Miniatures;Constructions: The Great Wall (China);Country: China;Crowdfunding: Gamefound;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Misc: Eastar Game Manufacturing,Kamil 'Sanex' Cieśla;Robert Plesowicz;Łukasz Włodarczyk,Piotr Gacek,Awaken Realms;Albi;CrowD Games;Delta Vision Publishing;Korea Boardgames;Maldito Games;YOKA Games,,Ernest Kiedrowicz,Adrian Radziun,,,,,281,,,,,,,Control medieval Clans in China trying to resist invading Mongol hordes.,109.29,,,,119.2,,,,,85.97,,,,,,,169.99,122.73,https://boardgamegeek.com/boardgame/292375/the-great-wall,119.99,110.0,,,,,,,,120.62,,,,,116.95,157.74,119.99
486,King of Tokyo: Dark Edition,2020,2,6,30.0,30.0,8.0,7.659,5838,1.62,486,12221,1138,24343,383,425888,1.22,813,104,798,115,128,13,6,21,45,150,431,1600,2300,928,390,Dice;Fighting;Movies / TV / Radio theme;Science Fiction,Dice Rolling;King of the Hill;Open Drafting;Player Elimination;Push Your Luck,Cities: Tokyo (Japan);Components: Dice with Icons;Country: Japan;Digital Implementations: Board Game Arena;Game: King of Tokyo,Richard Garfield,Paul Mafayon,IELLO;Buró;CMON Global Limited;Devir;GaGa Games;Hobby Japan;Mancalamaro;Portal Games;Reflexshop;Siam Board Games;Zito! Ώρα για παιχνίδι,,Skaff Elias;Richard Garfield,,,,,,,,101,,,,,Fight for dominance in this upgraded pulp edition of a dice-rolling monster battle.,,,,,,,,,,93.87,,,,,,,,,https://boardgamegeek.com/boardgame/293141/king-of-tokyo-dark-edition,,,,,,,,,,,,,,,,,
487,San Juan (Second Edition),2014,2,4,45.0,60.0,10.0,7.443,7710,2.08,487,11298,1504,25322,266,465042,1.13,1374,50,1706,278,283,8,15,23,54,237,769,2500,2900,986,246,Card Game;City Building;Economic,Action Drafting;Follow;Hand Management;Multi-Use Cards;Set Collection;Variable Phase Order,Components: Multi-Use Cards;Country: Puerto Rico;Digital Implementations: Google Play;Digital Implementations: Yucata;Game: Puerto Rico;Mechanism: Tableau Building;Series: Alea Medium Box;Series: Alea Very Small Box;Theme: Colonial;Theme: Tropical;Versions & Editions: Card Versions of Non-Card Games,Andreas Seyfarth,Harald Lieske;Mia Steingräber,"alea;Ravensburger;Broadway Toys LTD;Giochi Uniti;Grow Jogos e Brinquedos;Lacerta;Möbius Games;Swan Panasia Co., Ltd.",,,,,,,,325,,,,,,,"As you build up San Juan, carefully choose how to use the multi-use cards you have.",,,,,,,,,,31.45,,,,,,,,,https://boardgamegeek.com/boardgame/166669/san-juan-second-edition,,,,,,,,,,,,,,,,,
488,"Unmatched: Battle of Legends, Volume Two",2021,2,4,20.0,40.0,9.0,8.239,3085,2.09,488,9431,983,9491,260,237390,1.21,356,103,403,61,182,4,5,8,8,40,103,452,1200,804,507,Card Game;Fantasy;Fighting;Horror;Mythology;Novel-based,Action Points;Card Play Conflict Resolution;Hand Management;Line of Sight;Point to Point Movement;Team-Based Game;Variable Player Powers,Animals: Apes / Monkeys;Category: Two-Player Fighting Games;Components: Miniatures;Components: Multi-Use Cards;Constructions: The Hanging Gardens of Babylon;Game: Unmatched;Mythology: Greek,Noah Cohen;Rob Daviau;Justin D. Jacobson;Chris Leder;Brian Neff;Kevin Rodgers,Zoë van Dijk;Garrett Kaida,Restoration Games;CMON Global Limited;GaGa Games;Geekach LLC;IELLO;Mandoo Games;Mondo Games;Ogry Games;Reflexshop;TCG Factory;White Goblin Games;YOKA Games,,,Lindsay Daviau;Jason D. Kingsley;Jason Taylor,Punga Miniatures,,,,273,,,,,,,"More heroes, more sidekicks, more legends, more fights!",,,,,,31.99,,,,32.0,,,,,,,,,https://boardgamegeek.com/boardgame/335764/unmatched-battle-of-legends-volume-two,,28.0,,,,,,,,,,,,,,,
489,Firefly: The Game,2013,1,4,120.0,240.0,13.0,7.384,12430,2.96,489,23619,2513,23751,1684,1794898,1.57,2817,31,2348,535,312,39,74,187,308,609,1500,3200,3600,1800,1000,Adventure;Exploration;Movies / TV / Radio theme;Science Fiction;Space Exploration;Travel,Area Movement;Dice Rolling;Open Drafting;Pick-up and Deliver;Solo / Solitaire Game;Take That;Trading;Variable Player Powers,Components: Miniatures;Game: Firefly – The Game;Players: Games with Solitaire Rules;TV Shows: Firefly,Aaron Dill;John Kovaleski;Sean Sweigart,Charles Woods,"Gale Force Nine, LLC;Battlefront Miniatures Ltd;Devir;Heidelberger Spieleverlag",,,,,,,,,136,,,,,,Find a crew. Find a job. Keep flying. Cross the 'verse to complete jobs and get paid.,87.42,,,,,,,,,10.0,,,,,,,,,https://boardgamegeek.com/boardgame/138161/firefly-the-game,,22.0,,,,,,,,,,,,,,,
490,For Northwood! A Solo Trick-Taking Game,2021,1,1,15.0,30.0,12.0,7.822,4275,1.85,490,9353,2376,31146,513,370420,1.16,892,448,493,64,333,3,7,16,17,71,308,929,1700,908,302,Animals;Card Game;Fantasy;Print & Play,Hand Management;Predictive Bid;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Trick-taking,Contests: 54-Card Game Design;Crowdfunding: Gamefound;Digital Implementations: Board Game Arena;Players: Solitaire Only Card Games;Players: Solitaire Only Games,Wilhelm Su,Wilhelm Su,(Self-Published);(Web published);Bad Boom Games;CMON Global Limited;GateOnGames;Geekach LLC;Joy Town Games;Lotus Frog Games;Meeple On Board;MeepleMood;Melmac Games;Reflexshop;Schwerkraft-Verlag;Side Room Games,,,,,,,,289,,85,,,,,Woodland rulers engage in debate in this tactical solo trick-taking game.,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/334590/for-northwood-a-solo-trick-taking-game,,75.0,,,,,,,,,,,,,,,
491,Biblios,2007,2,4,30.0,30.0,10.0,7.196,18163,1.69,491,22295,3842,89126,610,1052052,1.19,4271,157,3623,431,681,15,39,112,257,792,2500,6600,5700,1700,464,Card Game;Medieval;Religious,Auction / Bidding;Auction: Turn Order Until Pass;Closed Drafting;Commodity Speculation;Hand Management;Set Collection,Religious: Monks/Abbots & Monasteries/Abbeys;Series: Biblios (Steve Finn);Theme: Art;Theme: Books / Libraries,Steve Finn,Steve Finn;David Palumbo,"Dr. Finn's Games;Asterion Press;GaGa Games;Hobby Japan;HomoLudicus;IELLO;Kaissa Chess & Games;More Fun Co., Ltd.;One Moment Games;Origames;Rocks Games",,,,,,,,360,,123,,,,,"Amass the greatest library of sacred texts, using your wits and meager gold supply.",,,,,,,,,,45.0,,,,,,,,,https://boardgamegeek.com/boardgame/34219/biblios,,30.0,,,,,,,,,49.95,36.06,,,,,
492,World Wonders,2023,1,5,50.0,70.0,12.0,7.629,5879,2.26,492,10195,2794,22742,640,579622,1.16,864,308,744,104,375,6,2,21,42,150,513,1500,2400,972,314,Ancient;Territory Building,Action Points;Grid Coverage;Loans;Open Drafting;Solo / Solitaire Game;Square Grid;Tile Placement,Components: Polyominoes;Components: Wooden pieces & boards;Misc: Watch It Played How To Videos;Theme: Construction,Zé Mendes,Odysseas Stamoglou;Tom Ventre,MeepleBR;MUNDUS;Arcane Wonders;CMON Global Limited;GateOnGames;Gém Klub Kft.;Glyptodon;Hobby Japan;Jianjie Star Games;Kobold Spieleverlag;Korea Boardgames;Lavka Games;Lucky Duck Games;Maldito Games;Super Meeple;TLAMA games,,Michael Alves;Diego Bianchini,Zé Mendes,,,,,314,,93,,,,,"Buy tiles, manage resources and place wonder tokens to build your own Ancient City.",42.98,,49.95,36.06,,38.99,,,,23.0,,,,,,,,,https://boardgamegeek.com/boardgame/365258/world-wonders,,39.95,,,,,,,,49.99,,,,,35.59,48.0,
493,Civilization,1980,2,7,360.0,360.0,12.0,7.493,7630,3.64,493,11413,1048,5653,439,929291,1.6,2419,3,1658,460,229,26,42,80,189,397,939,1800,2000,1300,825,Ancient;Civilization;Economic;Negotiation,Area Majority / Influence;Area Movement;Hand Management;Set Collection;Simulation;Tech Trees / Tech Tracks;Trading;Turn Order: Stat-Based,Ancient: Babylon;Ancient: Egypt;Ancient: Greece;Ancient: Rome;Components: Map (Continental / National scale);Game: Civilization;Islands: Crete (Greece);Misc: BGG Hall of Fame;Misc: Dice Tower Hall of Fame;Region: Aegean Sea;Region: Mediterranean Sea;War Level of Command: Grand Strategy,Francis Tresham,Ed Dovey;Charles Kibler;Rodger B. MacGowan;Guillaume Rohmer;Dale Sheaffer;Francis Tresham,Hartland Trefoil Ltd.;ACE Pelit Oy;The Avalon Hill Game Co;Compendium Games;Descartes Editeur;Gibsons;Joc Internacional;Piatnik;Spiel & Kunst;Welt der Spiele,,Mick Uhl,,,,,,344,,,,,,,Expand and develop your historical empire while trading with competing civilizations.,130.0,,,,,,,,,10.77,,,,,,,,,https://boardgamegeek.com/boardgame/71/civilization,,24.0,,,,,,,,,,,,,31.99,43.15,
494,Evolution: Climate,2016,2,6,60.0,60.0,12.0,7.456,8392,2.72,494,13946,2860,16924,822,773992,1.31,1753,40,1963,358,348,17,24,45,123,321,928,2400,2900,1300,445,Animals;Card Game;Educational;Environmental;Prehistoric;Print & Play,Action Points;Events;Hand Management;Secret Unit Deployment;Simulation;Take That;Turn Order: Progressive,Crowdfunding: Kickstarter;Digital Implementations: Google Play;Mechanism: Tableau Building;Series: Evolution (North Star Games);Theme: Biology;Theme: Evolution;Theme: Nature;Theme: Science,Dominic Crapuchettes;Dmitry Knorre;Sergey Machin,Ben Goldman;Catherine Hamilton,"North Star Games, LLC;(Web published);Funforge;Mandoo Games;Rightgames RBG SIA",,Nick Bentley,Jacoby O'Connor,,Nordy,Dominic Crapuchettes,,346,,,,,,,"Adapt your species in an ecosystem of scarce food, predators, and a dynamic climate!",59.99,,74.95,54.11,49.99,,,,,55.0,,,,,,,,,https://boardgamegeek.com/boardgame/182134/evolution-climate,,25.0,,,,,,,,64.99,,,,,,,
495,Massive Darkness 2: Hellscape,2022,1,6,60.0,60.0,14.0,8.02,3837,2.74,495,9796,2556,14743,766,1196070,1.46,841,127,708,96,341,38,11,16,32,74,219,573,1300,1000,520,Adventure;Exploration;Fantasy;Fighting;Miniatures,Action Points;Cooperative Game;Dice Rolling;Modular Board;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Components: Dice with Icons;Creatures: Demons;Creatures: Monsters;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Game: Massive Darkness;Players: Games with Solitaire Rules;Theme: Hell,Alex Olteanu;Marco Portugal,Édouard Guiton,CMON Global Limited;Guillotine Games;BoardM Factory;Delta Vision Publishing;Galápagos Jogos;Geekach LLC;Hobby World;Portal Games;REXhry,,Fábio Cury,,,,,,,62,,,,,,"To stop the Darkness, you'll have to descend to a place light has never touched.",109.99,,127.95,92.38,,87.99,,,,11.95,,,,,,,,,https://boardgamegeek.com/boardgame/315610/massive-darkness-2-hellscape,,89.95,,,,,,,,,,,,,81.79,110.32,
496,Millennium Blades,2016,2,5,80.0,120.0,12.0,7.662,5504,3.65,496,8478,2233,10293,1083,957094,1.57,1199,37,1182,236,367,14,31,64,119,212,533,1200,1600,1100,656,Card Game;Real-time,"Commodity Speculation;Deck, Bag, and Pool Building;Hand Management;Open Drafting;Real-Time;Set Collection;Simulation;Trading",Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Mechanism: Tableau Building;Misc: LongPack Games;Theme: Anime / Manga;Theme: Boardgaming,"D. Brad Talton, Jr.",Fábio Fontes,Level 99 Games;Delight;GaGa Games;Game Harbor,,,,,,,,303,86,,,,,,Play as players who are playing the greatest CCG ever played.,80.0,,99.95,72.16,,63.99,,,,129.99,,,,,,,,,https://boardgamegeek.com/boardgame/151347/millennium-blades,79.99,55.0,,,,,,,,,,,,,66.99,90.35,
497,Caper: Europe,2022,2,2,25.0,35.0,10.0,7.658,5275,2.1,497,10183,3101,20629,503,434995,1.17,939,190,834,137,330,2,5,19,37,152,448,1300,2100,1000,265,Card Game,Area Majority / Influence;Closed Drafting;Set Collection;Tug of War,"Card Games: Lane Battler;Cities: Barcelona (Spain);Cities: London (England, UK);Cities: Paris (France);Cities: Rome (Lazio, Italy);Components: Game Trayz Inside;Continents: Europe;Country: England;Country: France;Country: Italy;Country: Spain;Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Misc: Watch It Played How To Videos;Players: Two-Player Only Games;Theme: Burglary and Heists;Theme: Mystery / Crime;Theme: Retro;Versions & Editions: Two-Player Versions of More-Player Games",Unai Rubio,Josh Emrich,Keymaster Games;Albi;Feuerland Spiele;Tranjis Games,,Mattox Shuler,Josh Emrich;Brigette Indelicato;Mattox Shuler,,Donny Behne;Travis D. Hill,,Noah Adelman,,,94,,,,,Three heists. Two rivals. One criminal mastermind will rise to the top.,34.99,,,,,34.99,,,,29.99,,,,,,,,,https://boardgamegeek.com/boardgame/328565/caper-europe,,80.0,,,,,,,,,,,,,25.99,35.05,
498,Sword & Sorcery,2017,1,5,60.0,90.0,12.0,7.874,5271,4.12,498,11093,3952,17921,2898,2142015,1.54,1260,67,1694,246,373,16,20,56,85,174,406,961,1500,1300,718,Adventure;Fantasy;Fighting;Miniatures,Action Points;Area Movement;Cooperative Game;Dice Rolling;Modular Board;Role Playing;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Components: Miniatures;Creatures: Monsters;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Game: Sword & Sorcery;Mechanism: Campaign Games;Players: Games with Solitaire Rules,Simone Romano;Nunzio Surace,Mario Barbati;Fabrizio Fiorentino;Phroilan Gardner;Fausto Gutierrez,Ares Games;Gremlin Project;Devir;GaGa Games;Galakta;Heidelberger Spieleverlag;Intrafin Games;Planplay,,,,Pedro Gutierrez,Roberto Di Meglio;Fabio Maiorana,Simone Romano,,,76,,,,,,Heroes are resurrected to face dark forces and ancient evil assaulting Talon Coast.,73.46,,,,,65.59,,,,8.95,,,,,,,,,https://boardgamegeek.com/boardgame/170771/sword-and-sorcery,,40.0,99.95,116.75,,,,,,,,,,,74.95,101.09,
499,The LOOP,2020,1,4,60.0,60.0,12.0,7.713,5168,2.81,499,10817,3640,22173,683,635428,1.23,928,183,1130,114,427,5,12,22,51,128,426,1100,2000,1000,316,Card Game;Science Fiction,"Cooperative Game;Cube Tower;Deck, Bag, and Pool Building;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers;Variable Set-up",Components: Drop Tower;Digital Implementations: Tabletopia;Theme: Mad Science / Mad Scientist;Theme: Physics;Theme: Time Travel,Maxime Rambourg;Théo Rivière,Simon Caruso,Catch Up Games;Across the Board;Blackrock Games;Board Game Box;GaGa Games;Geekach LLC;HANALL M&C;Lucrum Games;Pandasaurus Games,Sébastien Kihm,Sébastien Kihm,Simon Caruso;Clément Milker,,,Sébastien Kihm,,318,90,,,,,,Team up to outwit Dr. Faux and save the timeline from collapsing!,,,,,,,,,,,,,,,,,,,https://boardgamegeek.com/boardgame/316412/the-loop,,,,,,,,,,,,,,,,,
500,Mythic Battles: Pantheon,2017,2,4,60.0,90.0,14.0,8.31,3396,3.06,500,6748,1332,10878,1075,1214943,1.58,921,20,729,155,190,25,10,21,40,81,164,408,842,945,870,Ancient;Card Game;Miniatures;Mythology;Wargame,Area Movement;Campaign / Battle Card Driven;Command Cards;Dice Rolling;Hand Management;Line of Sight;Open Drafting;Player Elimination;Scenario / Mission / Campaign Game;Simulation;Team-Based Game;Variable Player Powers,Ancient: Greece;Components: Miniatures;Country: Greece;Crowdfunding: Kickstarter;Mythology: Greek;Theme: Post-Apocalyptic,Benoit Vogt,Georges Clarenko;David Demaret;Viktor Dragosani;Vincent Dutrait;Julien Fenoglio;Stéphane Gantiez;Gautier Giroud;Yannick Hennebo;Stef Kopinski;Aragorn Marks;Loïc Muzy;Paolo Parente;Guillem H. Pongiluppi;Pascal Quidault;David Rakoto;Stéphane Simon,Monolith Board Games;Mythic Games;Synergy Games,,Grégory Privat,,,,,,300,,,,,,,Gather your team from the vast Greek pantheon and fight to the death!,,,,,,,,,,449.0,,,,,,,,,https://boardgamegeek.com/boardgame/186751/mythic-battles-pantheon,,99.95,,,,,,,,,,,,,,,
501,Bus,1999,3,5,120.0,120.0,14.0,7.688,4743,3.04,501,6897,2410,13985,372,792573,1.43,1185,156,770,63,629,13,15,38,96,164,393,987,1600,1100,372,Transportation,Action Points;Action Queue;Network and Route Building;Pick-up and Deliver;Turn Order: Claim Action;Turn Order: Progressive;Worker Placement,Category: Combinatorial;Components: Map (City Scale);Components: Wooden pieces & boards;Misc: Watch It Played How To Videos;Theme: Time Travel,Jeroen Doumen;Joris Wiersinga,Herman Haverkort;Tamara Jannink;Daan van Paridon;Thijs van Paridon;Joris Wiersinga,Splotter Spellen;Capstone Games,,,,,Travis D. Hill,,,269,,,,,,,Expand your bus line and maybe bend time in this worker placement classic!,85.0,,99.95,72.16,,,,,,65.0,99.99,,,,,,,,https://boardgamegeek.com/boardgame/552/bus,,,,,,,,,,,,,,,64.89,87.52,
502,Zombicide: 2nd Edition,2021,1,6,60.0,60.0,14.0,7.942,4733,2.38,502,12045,1831,21607,818,862600,1.4,740,184,755,87,162,18,13,32,44,106,303,849,1700,1100,582,Fighting;Horror;Miniatures;Science Fiction;Zombies,Action Points;Cooperative Game;Dice Rolling;Modular Board;Multiple Maps;Scenario / Mission / Campaign Game;Variable Player Powers,Category: Dungeon Crawler;Components: Miniatures;Creatures: Zombies;Game: Zombicide,Raphaël Guiton;Jean-Baptiste Lullien;Nicolas Raoult,Édouard Guiton;Thierry Masson;Eric Nouhaut,CMON Global Limited;Guillotine Games;ADC Blackfire Entertainment;BoardM Factory;Delta Vision Publishing;Edge Entertainment;Galápagos Jogos;Geekach LLC;Hobby World;Portal Games;YOKA Games,,Fábio Cury,,,,,,,96,,,,,,The ultimate zombie game made reality. Don't get surrounded!,,,58.95,42.56,,,,,,5.0,,,,,,,,,https://boardgamegeek.com/boardgame/286751/zombicide-2nd-edition,,,,,,,,,,,,,,,90.49,122.05,
503,Santa Maria,2017,1,4,45.0,90.0,12.0,7.464,7352,3.03,503,9674,1571,23696,281,619390,1.18,1251,63,1967,307,323,13,18,32,74,236,714,2100,2900,1100,229,Civilization;Farming,Dice Rolling;Network and Route Building;Open Drafting;Set Collection;Tile Placement;Variable Player Powers,Components: Polyominoes;Game: Santa Maria;Mechanism: Dice Drafting;Mechanism: Tableau Building;Players: Games with Solitaire Rules;Theme: Colonial,Kristian Amundsen Østby;Eilif Svensson,Gjermund Bohne,Aporta Games;Arrakis Games;Dal Tenda;Granna;Jumping Turtle Games;Lavka Games;PaperGames (III);Pegasus Spiele;Sharp Point Publishing;Summon Games,,,,,,,,322,,,,,,,Build and maximize your polyomino colony in the New World.,,,,,,,,,,19.38,,,,,,,,,https://boardgamegeek.com/boardgame/229220/santa-maria,,48.0,,,,,,,,,,,,,,,
504,Wavelength,2019,2,12,30.0,45.0,14.0,7.224,16450,1.11,504,28860,4525,53315,660,802066,1.3,2254,346,2472,375,322,28,40,130,276,832,2300,5400,5000,1800,587,Party Game,Race;Targeted Clues;Team-Based Game,Components: Game Box Used In Play;Crowdfunding: Kickstarter;Digital Implementations: Apple App Store;Digital Implementations: Google Play,Alex Hague;Justin Vickers;Wolfgang Warsch,Sofie Hannibal;Nan Na Hvass,Palm Court;Arrakis Games;CMYK;GaGa Games;Galápagos Jogos;Gém Klub Kft.;GoKids 玩樂小子;Hid Konem (Хід Конем);Hobby Japan;Korea Boardgames;Lord of Boards;Rebel Sp. z o.o.;Schmidt Spiele;Zito! Ώρα για παιχνίδι,,,,,,,,,,,,,,24,Read your teammates’ minds in this pinpoint party game of infinite possibilities.,31.49,,41.95,30.29,,35.09,,,,14.99,35.49,,,,,,,,https://boardgamegeek.com/boardgame/262543/wavelength,35.99,35.95,,,,,,,,39.99,,,,,22.95,30.95,
505,Here I Stand,2006,2,6,180.0,360.0,14.0,7.879,3986,4.2,505,5359,2290,6969,621,1408097,1.76,1381,6,936,139,394,42,41,47,69,131,299,614,1000,1000,676,Negotiation;Pike and Shot;Political;Religious;Renaissance;Wargame,Campaign / Battle Card Driven;Dice Rolling;Events;Hand Management;Movement Points;Point to Point Movement;Scenario / Mission / Campaign Game;Simulation;Variable Player Powers;Variable Set-up,Continents: Europe;Country: England;Country: France;Country: Ottoman Empire;Country: Papal States;History: Age of Discovery;History: Classical Age of the Ottoman Empire;History: Habsburg;History: Holy Roman Empire;History: The Italian Wars;Religious: Pope;Religious: The Bible;Theme: Colonial,Ed Beach,Rodger B. MacGowan;Mark Simonitch,GMT Games;Banana Games;Ergo Ludo Editions;Udo Grebe Gamedesign,,,Rodger B. MacGowan,,,,,,,,20,,,,Europe in conflict during the Protestant Reformation of the 16th century.,,,,,,,,,,36.0,,,,,,,,,https://boardgamegeek.com/boardgame/17392/here-i-stand,,22.0,,,,,,,,,79.95,57.72,,,,,
